Network,T_value,Epidemic_size(%),SD,SE,Epidemic_duration,SD,SE
61,0.14,16.7337807606,6.3041219504,0.5164537933,11.7516778523,6.4889229727,0.5315932829
62,0.14,37.0547263682,19.3239466847,1.3630061075,19.2985074627,10.1907404933,0.7187994129
63,0.14,20.5982905983,9.8583732344,0.8484736746,16.9111111111,8.5837630241,0.7387726942
64,0.14,94.7415865385,14.8501657635,0.7280892789,25.9759615385,7.3153157983,0.3586628654
65,0.14,40.7782864617,21.9415687976,1.315967846,14.4064748201,8.6720978902,0.5201178679
66,0.14,44.5500848896,20.063673967,1.4555718953,33.1157894737,13.132413221,0.9527253898
67,0.14,23.7606837607,12.8097960907,0.9173285514,12.8051282051,7.8015760642,0.5586824661
68,0.14,32.7010309278,18.5273077633,1.3301831766,18.5,9.7938809005,0.7031596697
69,0.14,39.4896030246,19.8155180988,1.3065965705,20.047826087,10.3982594516,0.685640924
1,0.15,16.7377398721,4.7879555593,0.4136163631,10.947761194,5.7851033146,0.4997568092
2,0.15,15.2173913043,5.6531767828,0.4812303656,11.9855072464,7.0669525926,0.6015789547
3,0.15,99.1317058272,1.0453465696,0.048581375,31.2505399568,6.794569259,0.3157704125
4,0.15,99.5809647556,0.572518508,0.0264083095,30.5531914894,5.5944825047,0.2580542352
5,0.15,99.0825350037,0.6182114865,0.0284554901,30.8622881356,6.2075761408,0.2857268517
6,0.15,69.1360136869,23.9663284123,1.3113791451,27.0568862275,10.2349523197,0.5600316741
7,0.15,95.4261585409,7.697150367,0.3724912138,31.2154566745,7.171400718,0.3470484051
8,0.15,98.7027951234,0.7893095207,0.0369628049,30.7127192982,6.0155803245,0.281705359
9,0.15,82.0975326934,11.3098871912,0.5952572206,26.9889196676,7.1334636621,0.3754454559
10,0.15,27.7173913043,18.0911497021,1.1928950855,14.6434782609,8.823576426,0.5818094001
11,0.15,11.2962962963,1.0798059065,0.3414646095,29.9,12.1280666225,3.8352314141
12,0.15,11.9932432432,1.5389245911,0.7694622955,36,11.0453610172,5.5226805086
13,0.15,12.6804123711,1.4796598035,0.6617239809,38.8,6.1773780846,2.762607464
14,0.15,14.4912985274,4.9078256979,0.3809211496,12.9337349398,7.0805482244,0.5495571227
15,0.15,17.1526054591,6.4904911557,0.9000691794,26.3461538462,10.1202094372,1.4034205402
17,0.15,72.7732729236,6.7712480499,0.3803111799,40.1861198738,8.454371674,0.4748448207
18,0.15,17.1212121212,7.3971366659,0.9974297046,17.7272727273,9.1937815851,1.239689256
19,0.15,32.0285714286,22.4582878661,1.0043651665,8.334,6.9269361192,0.3097820008
20,0.15,21.5,15.7202099223,0.7030291601,7.504,6.4387874635,0.2879513292
21,0.15,22,14.4306929133,0.6453602063,6.938,5.3447316116,0.2390236641
22,0.15,18.575,12.0013280515,0.5367157069,7.054,6.1649885645,0.2757066702
23,0.15,15.3111111111,8.3082288526,0.3715552897,6.586,5.1805988071,0.2316834219
24,0.15,26.6444444444,20.8095301055,0.9306304779,9.092,7.5957577634,0.339692614
25,0.15,26.26,22.8344564201,1.0211879357,8.51,7.5544622575,0.3378458228
26,0.15,64.4455205811,24.1652486497,1.4069551717,27.2440677966,10.6666639136,0.6210371834
27,0.15,48.92613934,24.7872802476,1.5708300597,21.281124498,10.9684324853,0.6950961656
28,0.15,36.2951807229,24.0445790981,1.3196177157,16.9457831325,10.9243047388,0.5995491128
29,0.15,35.3348909657,17.9673032232,1.228219563,30.1448598131,13.3672967765,0.9137695959
30,0.15,25.3,14.9599093877,0.6690274866,7.064,6.0593649832,0.2709830401
31,0.15,28.8617886179,17.0568382327,1.0875042856,13.3130081301,8.4562235642,0.5391491225
32,0.15,34.72,21.5991110928,0.9659416131,7.49,6.0353873115,0.269910726
33,0.15,49.7393287716,23.9706825568,1.4350872268,20.3046594982,9.981542813,0.5975793372
34,0.15,30.2728613569,16.5047229906,1.0978778423,12.7345132743,7.5913524383,0.5049692527
35,0.15,27.5880758808,16.3813012412,1.0444336201,13,7.8440076036,0.5001156585
36,0.15,22.975,16.7133741357,0.747444814,7.518,6.8394207357,0.3058681938
37,0.15,22.3984619082,13.9824793527,0.9448483941,13.4885844749,8.8593065535,0.5986564585
38,0.15,51.7112453264,29.8627824547,1.5609526445,18.174863388,11.2289643946,0.5869473715
39,0.15,47.7947662452,29.0715984386,1.5364817205,17.5530726257,10.942267444,0.5783168044
40,0.15,27.380952381,13.0853957503,1.1389375097,18.1590909091,9.0460350811,0.7873562913
41,0.15,42.9339171975,26.5156750469,1.4963661112,16.0477707006,9.8194340386,0.5541427213
42,0.15,47.9413946588,29.3712691952,1.5999549828,15.6023738872,10.9407248498,0.5959792586
43,0.15,64.2771084337,28.5517130721,1.5669788284,23.6837349398,10.9805128823,0.6026339354
44,0.15,21.2348178138,13.4449991239,0.8338234489,12.8038461538,8.2692656529,0.5128380853
45,0.15,43.4116809117,23.072278691,1.5082820419,20.7264957265,9.802863642,0.6408332436
46,0.15,33.3070866142,20.2315384148,1.2694396225,18.8031496063,10.3676809836,0.6505261619
47,0.15,33.7428571429,24.4070749194,1.091517573,8.444,6.7689632884,0.302717241
48,0.15,34.9666666667,24.5650836215,1.098583937,8.312,7.3293011945,0.327776314
49,0.15,14.36,8.4255800987,0.376803397,6.812,5.9090317312,0.2642599326
50,0.15,26.9917582418,15.3500826622,1.0256205389,12.6473214286,7.2503504819,0.4844344185
51,0.15,22.275,15.7642594181,0.7049991135,7.518,6.5569563061,0.2932360005
52,0.15,18.125,10.3644524699,0.4635124054,6.968,5.6825149362,0.2541297936
53,0.15,16.9642857143,6.3191903,0.5092148658,11.4025974026,6.1565290868,0.4961072517
54,0.15,20.2312138728,7.7658489799,0.5904265646,11.9768786127,7.1150363919,0.5409461998
55,0.15,61.0035603026,27.7186185307,1.54710242,24.1152647975,11.6937471912,0.6526813217
56,0.15,18.7533729088,9.5058120795,0.6438148321,11.6880733945,8.3805117399,0.5675998761
57,0.15,72.7673935618,10.8898932714,0.6078145711,39.3426791277,9.3822104643,0.5236639228
58,0.15,68.2165109034,22.9314094742,1.2799064662,29.7258566978,11.9544664927,0.6672332541
59,0.15,67.7040427155,18.6692475604,1.1058707841,31.5298245614,10.413384857,0.6168356834
60,0.15,96.6993488511,2.7893836471,0.1343598825,29.8306264501,6.9416921469,0.3343695451
61,0.15,17.7637130802,7.0605482427,0.5617070585,12.082278481,7.0629763779,0.5619002305
62,0.15,40.5945945946,21.0671933928,1.4139374412,20.6936936937,10.6206434993,0.7128109195
63,0.15,24.8481781377,13.9924345226,1.1349363067,18.2565789474,9.5741542917,0.7765664577
64,0.15,95.9605414747,12.0544854309,0.5786338173,25.5092165899,6.4114786057,0.3077608216
65,0.15,37.6577159495,21.145583159,1.2614397343,12.8861209964,8.208656977,0.4896874207
66,0.15,46.7741935484,20.0907083696,1.3897033569,33.8277511962,13.9845778082,0.9673334741
67,0.15,23.0152143845,13.2340790144,0.8524819691,12.2074688797,7.6298242493,0.4914801848
68,0.15,34.7336683417,19.8831870622,1.4094817604,19.4974874372,11.3127643352,0.8019406014
69,0.15,40.3325986776,19.2717367166,1.3082507336,18.8986175115,10.1094858009,0.6862766138
1,0.16,16.9706180344,5.07142551,0.4270910736,12.4184397163,8.0125398426,0.6747775821
2,0.16,14.7675853558,5.1996756009,0.4348187176,11.6853146853,7.0823523219,0.5922560541
3,0.16,99.3323795899,0.9222056393,0.0427203513,30.5407725322,6.2918513487,0.2914643854
4,0.16,99.6850140619,0.4867436116,0.0223333286,30.5431578947,6.0195934927,0.2761978917
5,0.16,99.1823491239,0.5451447271,0.0251724446,30.1407249467,5.524265555,0.2550868823
6,0.16,72.392124005,23.4088307245,1.2676592555,27.5161290323,10.4711811312,0.5670462499
7,0.16,96.8612135677,2.4074734957,0.1176127767,30.3293556086,6.7333368844,0.3289450324
8,0.16,98.8099910794,0.8343242631,0.0382814226,30.0189473684,6.0236078494,0.2763820831
9,0.16,82.4691828695,11.8998350363,0.6220143417,27.1857923497,6.6745921715,0.3488865218
10,0.16,29.8051948052,19.624862066,1.291221126,15.1515151515,9.7362839409,0.6406004521
11,0.16,12.2685185185,2.4823623368,0.8776476208,25.25,5.1417409503,1.8178799465
12,0.16,12.4324324324,2.7562267641,1.2326220812,46.2,7.833262411,3.5031414473
13,0.16,10.4810996564,0.242992021,0.1402915088,38,12.3288280059,7.118052168
14,0.16,13.2867132867,3.998346645,0.3343585435,11.3356643357,6.9523292429,0.581382978
15,0.16,20.223325062,7.9725622246,0.9888746395,29.6307692308,10.775426789,1.3365272019
17,0.16,74.8644811564,6.9114148268,0.3912818141,39.9166666667,8.2348994151,0.4662093743
18,0.16,16.6666666667,5.7863756236,0.7732369677,16.8392857143,7.5066084831,1.0031127529
19,0.16,34.7428571429,25.1906040144,1.1265580594,8.842,7.2788073199,0.3255181592
20,0.16,23.325,17.2302604449,0.7705606725,7.796,7.1466344527,0.3196072089
21,0.16,22.9428571429,14.447399314,0.6461073393,7.346,5.7430204597,0.2568356829
22,0.16,20.05,13.2946417778,0.594554455,7.16,5.982173518,0.2675309328
23,0.16,16.5777777778,9.9748820346,0.4460902859,7.09,5.7377608873,0.2566004677
24,0.16,26.0444444444,20.5410278993,0.9186226942,8.172,6.746437282,0.3017098474
25,0.16,28.66,22.9957474329,1.0284010891,9.188,8.0067881201,0.3580744504
26,0.16,67.3894834807,21.9639722046,1.2535501053,27.8729641694,10.2394850496,0.5843982793
27,0.16,50.8078730905,25.0424719763,1.4555641178,20.5236486486,10.8639987007,0.6314570981
28,0.16,39.1746031746,24.6296631601,1.3877243075,16.8222222222,10.3168908268,0.5812909452
29,0.16,39.755351682,19.4461090292,1.3170566928,30.380733945,12.8847038042,0.8726622562
30,0.16,26.8333333333,16.0026039548,0.7156582052,7.278,5.8628249164,0.2621935011
31,0.16,30.861423221,19.9470465643,1.2207394251,14.0674157303,9.1620423849,0.5607078881
32,0.16,37.84,24.168872543,1.0808648389,8.02,6.9598563204,0.3112542369
33,0.16,52.9420921544,26.1504615833,1.5303400117,21.1609589041,10.9211738122,0.6391133559
34,0.16,31.6052227343,17.0807639479,1.1595178106,13.0322580645,8.3948563892,0.5698799849
35,0.16,29.3807641634,17.7280842265,1.114555106,13.3557312253,8.7539904373,0.5503586634
36,0.16,24.8,17.9223324375,0.8015110729,8.056,6.7915288411,0.3037264032
37,0.16,23.6525047559,15.1906490002,0.9626682653,13.7550200803,8.506094254,0.5390518206
38,0.16,55.6847920907,30.3307862838,1.5941507348,19.2541436464,10.8679439908,0.5712064546
39,0.16,48.0894015862,29.7998619984,1.559796066,17.1287671233,11.0313312135,0.5774062655
40,0.16,30.5094130676,16.5416591317,1.2612896843,17.5813953488,8.9051397705,0.6790105418
41,0.16,44.5461783439,26.2735536072,1.4827024079,16.1847133758,10.0643291745,0.5679629533
42,0.16,56.5681137725,30.4618706354,1.6667994022,18.4341317365,10.6053385746,0.5802983083
43,0.16,68.2261904762,28.9711889685,1.5805079336,23.9464285714,11.017982557,0.6010802271
44,0.16,24.4788441692,16.0722435304,1.0064829311,13.9607843137,8.8352253637,0.553283274
45,0.16,43.0047425474,21.6956206393,1.3832622495,20.1097560976,9.909762901,0.6318234058
46,0.16,35.652173913,20.7558164908,1.3049070026,20.4782608696,10.8669878367,0.6832016718
47,0.16,36.5714285714,26.2888196923,1.1756717576,9.012,7.4584084093,0.3335501641
48,0.16,34.9333333333,24.3970854361,1.0910708298,8.108,7.3034468575,0.3266200729
49,0.16,15.26,9.387885811,0.4198390168,6.934,5.8073784103,0.2597138579
50,0.16,28.1833060556,15.6639337297,1.0218023706,12.9234042553,8.5643052597,0.5586736747
51,0.16,23.8,16.5962345127,0.7422061708,7.638,6.3127613609,0.2823152706
52,0.16,19.45,12.9353198646,0.5784850906,7.11,5.7621089889,0.2576893479
53,0.16,15.8376963351,5.7830966842,0.4184501901,11.1204188482,6.179780561,0.447153228
54,0.16,20.6896551724,8.1780738506,0.5739882592,11.9753694581,7.1895096153,0.5046046519
55,0.16,62.0362473348,29.0865749355,1.5891693517,23.9582089552,12.0470984833,0.6582033027
56,0.16,20.2555230237,9.6967676968,0.6522751819,12.2081447964,6.1726389919,0.4152166317
57,0.16,75.4703585375,9.2533749543,0.5230316762,38.8115015974,8.2566419375,0.4666929951
58,0.16,70.5634920635,23.1673504633,1.305332321,28.8126984127,10.1977198208,0.5745764197
59,0.16,71.7528893781,19.0304789033,1.0705480781,31.1930379747,9.463324389,0.5323535886
60,0.16,97.1765050106,4.6405440706,0.2209782891,28.5238095238,5.9185706432,0.2818366973
61,0.16,17.4178403756,6.3220107115,0.5305313536,11.8098591549,6.797817689,0.5704601882
62,0.16,40,22.2414923664,1.4633827601,19.5367965368,10.2081024667,0.671643832
63,0.16,24.922037422,13.6749463225,1.1240736634,16.9054054054,9.1017802222,0.7481617256
64,0.16,96.4466292135,13.1607643765,0.6238800644,25.0561797753,7.0413857653,0.3337936976
65,0.16,44.9743918054,23.8347807156,1.414334029,14.3274647887,8.6526365303,0.5134395165
66,0.16,50.8777194299,20.3546854118,1.3881780233,34.9813953488,13.4641514696,0.9182475088
67,0.16,25.8689458689,15.5839153731,1.0187524178,13.4658119658,8.6346119476,0.5644622412
68,0.16,37.4871794872,20.6503721473,1.3499570582,19.1538461538,10.0729097508,0.65848671
69,0.16,41.9636493229,20.5207193175,1.3137044377,20.0819672131,10.0495413515,0.6433559597
1,0.17,16.7658730159,4.6351771374,0.3862647614,11.3888888889,7.0475676568,0.5872973047
2,0.17,16.4705882353,6.9600938625,0.5682892842,12.7733333333,7.1843781143,0.5866020166
3,0.17,99.3986474919,0.8891234673,0.0409252248,30.0042372881,6.3242189049,0.2910957701
4,0.17,99.7439860129,0.4297711504,0.0194349232,30.3926380368,5.5004393758,0.2487384667
5,0.17,99.2451433858,0.5782268241,0.0266716145,29.7531914894,5.9267461226,0.273380413
6,0.17,74.7546678246,22.6505737288,1.2487665528,27.8753799392,9.5929131925,0.5288744242
7,0.17,97.2549455435,2.1197081686,0.1048128233,29.9535452323,6.154513592,0.3043211113
8,0.17,98.9190049892,0.7260886116,0.0331758355,29.9853862213,5.8432727595,0.266985947
9,0.17,84.9921677311,6.8527976884,0.3487982186,26.9404145078,6.6120531983,0.3365446467
10,0.17,32.75,20.9249651533,1.3507006926,15.575,9.6890509511,0.6254255496
11,0.17,11.1111111111,1.3733700902,0.4342977555,24.3,5.9,1.8657438195
12,0.17,12.5482625483,1.3921047396,0.5261661343,32.1428571429,5.7427860692,2.1705691103
13,0.17,11.5120274914,0.242992021,0.1402915088,32.3333333333,5.3124591502,3.0671497204
14,0.17,15.6732891832,6.0685214935,0.4938492753,11.7814569536,6.3495257577,0.516717078
15,0.17,18.4198223469,8.035974726,0.9674176728,26.4347826087,10.8219828086,1.3028136325
17,0.17,77.1952738818,7.6314352276,0.417573557,39.7934131737,9.1105560787,0.4985074491
18,0.17,16.9270833333,5.5646355919,0.6221451727,17.1375,9.0688253787,1.0139255011
19,0.17,36.7714285714,25.7480888928,1.1514895411,9.126,7.8132019045,0.3494170116
20,0.17,23,16.5,0.7379024326,7.528,6.4477295229,0.2883512303
21,0.17,24.0571428571,15.2271508316,0.6809788873,7.72,6.1039003924,0.2729747241
22,0.17,20.375,13.3761681733,0.5982004263,7.322,6.4269989886,0.2874241326
23,0.17,16.3555555556,9.7196250499,0.4346748465,6.948,5.2357708124,0.234150789
24,0.17,28.1111111111,22.4353667011,1.0033401009,8.324,6.68363853,0.2989014018
25,0.17,32.16,25.8946789901,1.1580452495,9.722,7.8692258831,0.3519224801
26,0.17,70.3615520282,22.1335030185,1.2296390566,27.4969135802,9.6335635167,0.5351979731
27,0.17,50.9071004066,26.1694546853,1.5695395908,20.0071942446,10.155621049,0.6090936742
28,0.17,37.0066889632,24.8605466151,1.4377225324,16.2842809365,10.5533896852,0.6103182838
29,0.17,42.7733333333,20.6827292418,1.3080906527,30.784,12.5698585513,0.7949876578
30,0.17,27.5333333333,17.1504454105,0.7669912356,7.47,5.8529565179,0.2617521729
31,0.17,35.3601953602,21.1657242357,1.2810079056,15.1721611722,9.0036436306,0.544925302
32,0.17,38,24.2816803372,1.0859097568,7.76,6.2384613488,0.278992473
33,0.17,57.5806929227,25.3227886152,1.4452478832,22.1302931596,10.3877258241,0.5928588271
34,0.17,34.9392361111,18.7680255915,1.3544655784,14.0989583333,8.356983043,0.6031133012
35,0.17,29.7692307692,18.22315828,1.1301523003,12.5615384615,8.1655974826,0.5064088583
36,0.17,25.525,18.0461041502,0.8070463122,8.08,6.7561527514,0.3021443364
37,0.17,25,16.0679930813,1.0042495676,13.86328125,8.7785727333,0.5486607958
38,0.17,58.5992540406,31.110600314,1.5938443364,19.5249343832,11.3383900781,0.5808833204
39,0.17,51.6171714202,30.6383756651,1.61928847,17.8156424581,10.4744744808,0.5535931781
40,0.17,28.4552845528,14.1783735339,1.1071449661,16.8170731707,8.6195014976,0.6730699872
41,0.17,48.1356534091,27.4736746439,1.4643517787,16.96875,9.8944222479,0.5273744778
42,0.17,58.316395664,31.2511245676,1.6268685623,18.0298102981,10.5618159837,0.5498261782
43,0.17,71.675070028,27.6518120894,1.4634890889,23.8907563025,10.2949145064,0.5448646549
44,0.17,24.4179221287,16.4507151511,1.0030178051,13.5092936803,9.0916904677,0.5543301512
45,0.17,48.8478535354,23.8404466768,1.4672780635,20.7765151515,9.8153046839,0.604090244
46,0.17,36.8429752066,22.3307253269,1.4354733916,19.3925619835,10.5606682209,0.6788654648
47,0.17,36.2571428571,26.2661262419,1.1746568756,8.75,7.7717115232,0.3475615053
48,0.17,37.8333333333,25.3919278512,1.1355615351,8.494,7.316690782,0.3272123592
49,0.17,15.62,9.4559822335,0.4228843814,6.902,5.7910617334,0.258984154
50,0.17,29.6577946768,17.3276476926,1.0684685294,12.8783269962,8.4327143296,0.5199834414
51,0.17,23.875,17.4010595942,0.7781990427,7.66,6.4770672376,0.2896632528
52,0.17,18.925,12.1308233439,0.5425069124,6.674,5.1760722561,0.2314809884
53,0.17,17.9840686275,8.6187667795,0.6034343735,12.3137254902,7.8770956031,0.5515070047
54,0.17,21.3863060017,7.7178104551,0.5720821726,11.8681318681,6.3811342669,0.4730011415
55,0.17,68.7552213868,27.323939683,1.4775094421,25.3040935673,11.0021760566,0.5949295451
56,0.17,20.5749268033,11.5175588661,0.7747548503,12.3981900452,8.2332949689,0.5538313531
57,0.17,75.9603256507,10.7837376382,0.6000232128,37.0897832817,8.4480558675,0.4700624026
58,0.17,69.8667711599,24.7748853883,1.3871272789,28.3761755486,10.6401468003,0.5957338509
59,0.17,73.1225296443,18.393537319,1.012530905,30.8818181818,9.9970284841,0.550318306
60,0.17,97.6963773973,4.6017425799,0.2196291904,28.8496583144,5.9473922711,0.283853546
61,0.17,17.4658869396,7.3930300607,0.565359139,11.1111111111,7.2276632676,0.5527132242
62,0.17,43.7911646586,22.0263752596,1.3958648153,20.8032128514,9.8330149216,0.6231420012
63,0.17,28.0964797914,15.0538248675,1.1315147668,19.0169491525,10.1310478631,0.7614961886
64,0.17,97.9775280899,9.4850851614,0.4496361588,25.2494382022,6.4444580075,0.3054966081
65,0.17,45.3581753935,24.3896866899,1.4498163851,13.8021201413,7.7215038009,0.458995758
66,0.17,56.1850738108,20.6703248982,1.3455235441,34.0677966102,12.0442185396,0.7840118476
67,0.17,26.6386554622,14.5071269282,0.9403573693,13.4369747899,7.796399358,0.5053655094
68,0.17,39.6333333333,21.2822043553,1.373760384,20.375,11.4586666618,0.7396537525
69,0.17,42.3699914749,21.7858515377,1.3642829435,19.2,9.3088193476,0.5829408797
1,0.18,17.3326673327,5.8822413986,0.4918977371,11.6083916084,6.6427677325,0.5554961441
2,0.18,15.6985294118,6.6655739985,0.5269598937,11.98125,6.7263213154,0.5317623908
3,0.18,99.5252958772,0.7310337199,0.0338644831,29.5901287554,6.0948713035,0.282339461
4,0.18,99.7674019263,0.4442253809,0.0200885661,29.8323108384,5.8271365547,0.2635122238
5,0.18,99.3138873601,0.4741033644,0.0217762887,29.3122362869,5.7610266735,0.2646127189
6,0.18,79.7416829746,19.84227234,1.0385920021,28.3178082192,9.5437183309,0.4995410485
7,0.18,97.5302350863,4.5848933371,0.2171009917,29.5784753363,6.2976886221,0.2982041991
8,0.18,99.0337564712,0.622134636,0.0284557759,29.6652719665,5.6746598731,0.2595529012
9,0.18,85,10.2417686932,0.5253916483,26.6552631579,6.972094655,0.3576609092
10,0.18,32.7181208054,21.0781799887,1.2210261825,16.0234899329,10.6084738148,0.6145323881
11,0.18,13.7566137566,2.9666218905,0.7928630507,36,13.5593931596,3.6239002554
12,0.18,12.0582120582,1.7143890335,0.4754859667,32.5384615385,8.270572342,2.2938440505
13,0.18,11.8556701031,1.8151357589,0.8117533891,35,4.2895221179,1.9183326093
14,0.18,15.0362318841,6.2671152385,0.4620178651,12.1902173913,8.1987347882,0.6044187476
15,0.18,19.8732718894,9.5100761631,1.0376343781,25.4285714286,10.3719926385,1.1316771756
17,0.18,79.074020037,5.8814577549,0.3166470413,38.8695652174,7.4877930486,0.4031292264
18,0.18,17.4632352941,6.9375626705,0.8413030493,15.3676470588,7.1164771766,0.86299962
19,0.18,38.2571428571,26.5357517785,1.1867148962,9.222,7.5678739419,0.3384456116
20,0.18,24.55,18.5350343944,0.8289119374,7.884,6.3760915928,0.2851474846
21,0.18,25.2571428571,17.4389664551,0.779894289,7.778,6.3608738393,0.284466926
22,0.18,21.15,14.0819920466,0.6297658295,7.442,5.9166406009,0.2646002116
23,0.18,17.4,10.7820381041,0.4821874027,7.186,5.8647595006,0.2622800183
24,0.18,29.9555555556,23.5900795219,1.0549804281,9.224,7.2821579219,0.3256680027
25,0.18,33.24,27.0167059428,1.2082238203,9.96,8.4322239059,0.3771005171
26,0.18,73.0092983939,20.1465116737,1.0958257709,26.8372781065,9.6362926984,0.524145224
27,0.18,58.7179106692,24.8003991107,1.4488547861,22.7064846416,10.8889457174,0.6361390012
28,0.18,40.1577287066,24.9505576431,1.4013629313,16.3974763407,9.9497028444,0.5588309866
29,0.18,46.8503401361,20.3812929683,1.3021130442,33.1306122449,13.9412499671,0.8906737891
30,0.18,27.4333333333,18.0176148378,0.8057722314,7.488,6.4956797951,0.2904956316
31,0.18,32.6444444444,20.1026870018,1.1606291752,13.3866666667,8.5098269992,0.4913150909
32,0.18,39.24,24.7592891659,1.107269073,7.82,6.7477107229,0.3017667974
33,0.18,62.6602564103,26.4800952649,1.4991401865,23.0256410256,10.4956943052,0.594201681
34,0.18,33.8585434174,19.7886137395,1.282705311,13.3949579832,8.5766131955,0.5559392609
35,0.18,31.8466898955,20.3177553967,1.1993191802,13.9337979094,8.775905834,0.5180253421
36,0.18,26.5,19.029582234,0.8510287892,8.354,6.8644507428,0.3069875698
37,0.18,25.1987883378,16.0103147903,0.9602348703,13.9784172662,8.0969553083,0.4856231081
38,0.18,62.5759731023,31.5164092273,1.5622104061,19.9164619165,11.0332488021,0.5468978387
39,0.18,56.738324685,31.7180799247,1.6834208918,18.6507042254,10.9161577262,0.5793694958
40,0.18,29.5566502463,15.3963107318,1.2785940127,16.3448275862,8.1048127978,0.6730680679
41,0.18,51.1082848837,29.6313789074,1.5976168807,17.1162790698,10.3465179005,0.5578468591
42,0.18,57.8293010753,31.0954635136,1.6122246794,18.2715053763,11.1241259119,0.5767590608
43,0.18,75.3573407202,25.253227382,1.3291172306,24.6398891967,9.6189427601,0.5062601453
44,0.18,27.4291497976,18.537415544,1.1496417085,14.0307692308,8.2931282597,0.5143179813
45,0.18,49.8737373737,22.7521608957,1.4002987038,21.3181818182,10.183407614,0.6267454132
46,0.18,44.6848249027,22.8252940807,1.4238027257,21.7587548638,9.7304213884,0.6069670098
47,0.18,41.0571428571,28.7356849899,1.2850989003,10.14,8.4392179732,0.3774133013
48,0.18,41.0666666667,28.0708627109,1.2553671442,9.154,8.0780123793,0.3612596961
49,0.18,16.04,10.2136379415,0.4567677747,7.352,5.9986745203,0.26826888
50,0.18,32.1521175454,18.1799980739,1.1125978137,13.7602996255,7.9767121666,0.4881668568
51,0.18,25.5,19.0328663107,0.8511756575,8.06,7.3797289923,0.3300315136
52,0.18,20.025,13.6450311469,0.610224344,6.674,5.692426899,0.2545730701
53,0.18,17.2697368421,8.115405586,0.5887534013,11.4105263158,6.3693257296,0.4620794546
54,0.18,22.6199543031,10.1151482907,0.7116993502,12.0148514851,7.4464941068,0.523933497
55,0.18,71.2208151959,26.6717191709,1.4037746932,24.7894736842,9.8978158703,0.5209376774
56,0.18,21.9486913708,10.93615096,0.7258578331,13.3392070485,7.6811116398,0.5098132854
57,0.18,78.6446591519,6.0519421848,0.3258256145,37.5014492754,8.0365558409,0.432673622
58,0.18,77.3970588235,19.4309786816,1.0537927753,29.9441176471,9.7407479836,0.5282662299
59,0.18,78.3162558848,15.9437159554,0.8997559444,31.372611465,8.5684587609,0.4835461022
60,0.18,98.2867383513,1.8028923233,0.0849891592,28.6466666667,6.7380874306,0.3176364876
61,0.18,18.59437751,7.4557235128,0.5786763724,12.9397590361,7.9982669773,0.6207859119
62,0.18,44.9802371542,22.1683195583,1.3937103096,20.5415019763,9.8656617385,0.6202488393
63,0.18,28.456959707,16.7552233866,1.292693549,19.2142857143,10.6609785004,0.8225123482
64,0.18,98.3251633987,8.7251593381,0.4072555617,24.3877995643,6.5144337277,0.3040677269
65,0.18,47.6398601399,25.4175302893,1.4389842906,14.1057692308,8.6937771761,0.4921882118
66,0.18,58.1267903849,22.7087477756,1.4110529292,35.3552123552,13.9974239857,0.8697576067
67,0.18,28.3989501312,15.9880226041,1.0031777596,13.4330708661,7.9363516789,0.4979709933
68,0.18,40.6265060241,21.8397104388,1.3840354129,20.2690763052,11.1302929537,0.705353656
69,0.18,46.2358315006,21.2577711973,1.3260233348,20.1439688716,10.0449714759,0.6265881051
1,0.19,17.3794358508,5.7727832304,0.4607182583,11.3503184713,5.9186268011,0.4723578424
2,0.19,15.3594771242,6.6026013098,0.4921288452,11.55,6.9380392683,0.5171309145
3,0.19,99.644985419,0.6614225995,0.0302527655,29.3807531381,6.0942223356,0.2787432416
4,0.19,99.8248029033,0.3460657442,0.0156656602,30,6.3122311662,0.2857412789
5,0.19,99.3360995851,0.4636583736,0.0211190602,29.4170124481,6.1152792281,0.2785433362
6,0.19,80.9970674487,19.5976477968,1.0612721288,27.6187683284,8.9154450784,0.4827984192
7,0.19,97.8286264001,4.5985564031,0.2189788763,29.0589569161,6.3084845721,0.3004040272
8,0.19,99.1349237112,0.6204120959,0.0282883566,29.2058212058,5.4906126088,0.2503503857
9,0.19,85.7988523105,9.0128890233,0.4593393577,26.6831168831,6.8001795736,0.3465692421
10,0.19,33.0769230769,21.1496832401,1.2800370604,15.4468864469,9.6114019312,0.5817085076
11,0.19,12.3971193416,1.9060707113,0.4492651751,27.9444444444,5.5724742382,1.3134447739
12,0.19,13.4684684685,2.6966900085,0.6962823662,34.0666666667,7.7585794805,2.0032566079
13,0.19,13.3161512027,2.5844688929,1.0551050073,38.8333333333,15.4425458465,6.3043929423
14,0.19,15,6.1947143273,0.4617267446,12.0277777778,7.4015242841,0.5516770479
15,0.19,19.8130498534,7.8789083052,0.8398944474,25.4204545455,10.5816324472,1.128005809
17,0.19,80.0048878612,7.580342436,0.4011942656,37.4705882353,7.2650772765,0.384508664
18,0.19,17.9487179487,7.3787592521,0.8354799642,16.1923076923,7.914701822,0.8961635105
19,0.19,38.6,28.8882293663,1.2919208923,9.17,8.1162244917,0.3629685937
20,0.19,26.35,19.089984285,0.853730051,8.094,6.615524469,0.2958552484
21,0.19,25.0571428571,16.5213776171,0.7388584687,7.122,5.5168030597,0.2467189332
22,0.19,21.25,14.1531798547,0.6329494451,7.408,6.235185322,0.2788459646
